USA-ORL-ORL,Help Your Local Government Receive Grant to Pay Off Its Debt,Twentysix years ago I set out on a mission  Through the Court system I exercised my unalienable right to selfdeterminism On FORMAL Court records I became recognized and acknowledged as an ACCREDITED Sovereign and a Foreign Sovereign Nation State of one I am accredited as a country of one  I then exercised my countrys unalienable right to Legal Tender and created a currency which got acknowledged by the World Bank I became accredited as a Central Bank of Issue wholly owned by a Foreign Sovereign and was given a BankNetGov account by the United States Treasury and Office of the Comptroller of the Currency I also created a grant to all governments worldwide to pay off their debt  As weird as this sounds its true and has been FORMALLY RECORDED in Courts of Law Keep in mind we used to think the world was flat We now know that it is not  While the International Bank of Settlements can embargo the Millie my currency for trade they cannot stop ANY countrys governments from receiving it  IF  it is for a debt owed This is because when there is a debt owed the money MUST be acceptedreceived in accordance to law  IT IS THE LAW  This is my gift and my mission I can give it but you will need to fight to help your governments to receive it  PLEASE do not let this opportunity for mankind go unnoticed  To find out more and to see actual COURT DOCUMENTS go to   httpMilesProvincecom  For Confirmation that the United States Government is considering this grant CongressOrg has posted information from Governor Deval Patrick DMassachusetts and also Governor Dave Heineman RNebraska regarding the Millies   httpssslcongressorgcongressorgbiouserletterid51610letterid7346292686contentdirpoliticsol   httpssslcongressorgcongressorgbiouserletterid31717letterid7346302516contentdirpoliticsol  If you want this for your country your local community and your people then please start getting the word out and fight for this cause For example you could copy and paste this ad to your Facebook home page and elsewhere Get the message out THIS IS NOT A JOKE PEOPLE 
USA-ORL-DAY,Monopoly money, Wall street has its two parties its time we the people had our own  We the people do not elect the POTUS the Electoral College does  It wont matter who you vote for it will be business as usual just the money going into a different pocket  I encourage everyone to change their party affiliation to INDEPENDENT make them work for your vote  If WE THE PEOPLE do this it WILL SEND A MESSAGE to the powers that be THAT WERE MAD AS HELL AND WERE NOT GOING TO TAKE IT ANY MORE Imagine if all the RED and BLUE States all turned GOLD and SILVERreal money feels soooo different and keeps its value  READ THE CONSTITUTION AGAINif you dont have a copy google it Only it and the wisdom of our forefathers can save us  Sgt Mac  USMC  Vietvet  I served so WE could be FREE  Financial terrorism Federal ReserveIRS is NOT FREEDOM It makes us ALL SLAVES  If you agree help me POST THIS  Please help me make this go viral  COPY  PASTE EVERYWHERE You dont need my permission 
USA-ORL-DAY,Monopoly money, Wall street has its two parties its time we the people had our own  We the people do not elect the POTUS the Electoral College does  It wont matter who you vote for it will be business as usual just the money going into a different pocket  I encourage everyone to change their party affiliation to INDEPENDENT make them work for your vote  If WE THE PEOPLE do this it WILL SEND A MESSAGE to the powers that be THAT WERE MAD AS HELL AND WERE NOT GOING TO TAKE IT ANY MORE Imagine if all the RED and BLUE States all turned GOLD and SILVERreal money feels soooo different and keeps its value  READ THE CONSTITUTION AGAINif you dont have a copy google it Only it and the wisdom of our forefathers can save us  Sgt Mac  USMC  Vietvet  I served so WE could be FREE  Financial terrorism Federal ReserveIRS is NOT FREEDOM It makes us ALL SLAVES  If you agree help me POST THIS  Please help me make this go viral  COPY  PASTE EVERYWHERE You dont need my permission 
USA-CAC-FOF,This is being ghosted on the DC board,Americas history of democracycommunismfascism and socialism rationalreaper Date 20121114 1142AM EST Reply to see below  Over the years Ive spoken with many veterans of WW2 Korea  Vietnam I cant say that Ive spoken with one who was not adamant anticommunist Most of these Vets took advantage of the GI Bill to get a college degreebuy a housestart a business Many of these went on to become selfmade men of wealth  They gladly participated in the socialist part of our system by using the GI Bill  While they were serving our country they were by definition active communistsfascistbecause the military is a communistfascist function that is funded by socialism  Why then do these same men want to diminish opportunity and healthcare for those less fortunate This becomes somewhat fascist by its oppressive nature  Why then do these same men disregard the outcome of the election These men who fought for every American to have the right to voteto be treated as equalsto have a chance at the American Dreamthe democracy part of our republic  Why do so many Americans NOT understand that America is a complex hybrid Republic that is as much Capitalist as is is Socialist as it is Communist as it is Democratic as it is Fascist  This talk of secession is as AntiAmerican as it getsand the strange thing is the majority of states trying to petition for secession could not possibly sustain themselves apart from the Union of the United States They take more back from federal tax dollars than they contributesome by over 100  Is there anyone who is signing these petitions actually a thinking person The hypocrisy of claiming to be  REAL AMERICANS  and then to move to secede  I saygo for itknock yourselves out and if you succeed to secedeyouve pulled yourselves off of the government TEET Ill congratulate you for attempting to pull yourselves up by the bootstraps you dont even haveand perhaps even feel some pity for you as I watch you struggle and fall into the holes youve dug that you cant climb out of  When is it time to stop digging  Christopher James aka RR      
USA-CAC-FOF,Monopoly money, Wall street has its two parties its time we the people had our own  We the people do not elect the POTUS the Electoral College does  It wont matter who you vote for it will be business as usual just the money going into a different pocket  I encourage everyone to change their party affiliation to INDEPENDENT make them work for your vote  If WE THE PEOPLE do this it WILL SEND A MESSAGE to the powers that be THAT WERE MAD AS HELL AND WERE NOT GOING TO TAKE IT ANY MORE Imagine if all the RED and BLUE States all turned GOLD and SILVERreal money feels soooo different and keeps its value  READ THE CONSTITUTION AGAINif you dont have a copy google it Only it and the wisdom of our forefathers can save us  Sgt Mac  USMC  Vietvet  I served so WE could be FREE  Financial terrorism Federal ReserveIRS is NOT FREEDOM It makes us ALL SLAVES  If you agree help me POST THIS  Please help me make this go viral  COPY  PASTE EVERYWHERE You dont need my permission 
USA-KAN-KAN,IS THIS YOUR LOST YOUNG CAT,This maybe a female young cat I feed her but wont let me touch her Long hair  matted Email me so we can get her home utherwise she will die a slow death of starvation and cold
USA-JAF-JAF,Monopoly money, Wall street has its two parties its time we the people had our own  We the people do not elect the POTUS the Electoral College does  It wont matter who you vote for it will be business as usual just the money going into a different pocket  I encourage everyone to change their party affiliation to INDEPENDENT make them work for your vote  If WE THE PEOPLE do this it WILL SEND A MESSAGE to the powers that be THAT WERE MAD AS HELL AND WERE NOT GOING TO TAKE IT ANY MORE Imagine if all the RED and BLUE States all turned GOLD and SILVERreal money feels soooo different and keeps its value  READ THE CONSTITUTION AGAINif you dont have a copy google it Only it and the wisdom of our forefathers can save us  Sgt Mac  USMC  Vietvet  I served so WE could be FREE  Financial terrorism Federal ReserveIRS is NOT FREEDOM It makes us ALL SLAVES  If you agree help me POST THIS  Please help me make this go viral  COPY  PASTE EVERYWHERE You dont need my permission 
USA-BUT-BUT,How To Piss Off Dems Republicans Go Green , How To Piss Off Dems Republicans Go Green   Join The LeechesTax  US Dollar Boycott   This World Depression Is An Old Game We Are Telling Wall Street  Our Government To Get Lost Obamas form of Democracy or Communism has only meant that overall less people have money Transferring more wealth to Rothchilds Bilderburg Group The Federal Reserve Bank does nothing for our nations economic problem is ultimately self defeating and extremely ignorant Anyone with a basic knowledge of Socialism Communism or Obamas Economic Fascism knows it only means transferring wealth to a very corrupt few Being oblivious to the Bilderburgs like Obama profiteering on bank bailouts the student loan Fannie Mae bailout corporate bankruptcies  energy price manipulation benefiting the Bilderburg Groups Clean Energy Chinese factories Is a sad example of our peoples desperation lack of education and short sightedness People Wake Up and open your history books to World War II This World Depression is an old game and you will ultimately lose If you want to win dont pay taxes close your bank account barter trade work under the table labor trade use a different form of currency  Bank start a neighborhood watch set up local vendors buying  selling US made tax free goods home school set up tax free alternative housing grow your own food start live stock  crop exchange programs use every social aid program you can and damage public property most importantly enforcement vehicles Admire Leadership not a color and angry empty words on Rothchilds  Reuters News Media or we are doomed to repeat a bad part of history   An Easy Way To Stop Enabling Our Arrogant Corrupt Government And Get Rid Of The Thieves Like Obama That Are In Office To Fill Their Pockets Is Just Say No   Actually it does and has worked for over 50 years for illegals All i did is basically use what Obama promotes and works for illegals to drain the United States resources just like Obama wants too Then when the system crashes everyone will see through Obama or our Check Writer  Chefs thievery manipulation bureaucracy and broken third world socialism ideas Its known as using someones effort and energy against them to crush them People will see soon that there is no difference between Obama and Marie Antoinette and Obama will end the same way All Obama has to do is continue to be himself  People Are Now Responding In Big Numbers  Tax  US Dollar Boycott   People are responding in big numbers now I am in LA area which is very notorious for cynical rude and selfish people All I did is walk around my block hand out fliers and hand out fruit from the first tree harvested Now we have 30 people bartering trading fresh brook trout for authentic tamales garden mulch for clothing or baby things Now its expanding fast with church people horse people mechanics and contractors It only takes labor or things to trade a smile and getting to know your neighbors like people did long ago You will see allot of your neighbors will feel the same way the ones that dont will in time Note War gardens trade with local farmers markets and trade exchanges for gas rations or food stamps were very popular in WWII As far as the currency the states formed their own currency separately that is why you still see state names printed on coins Starting out with printed markers in trade for goods in dollar values works as well Also setting up American made goods  vendors is as easy as good old fashion Church Socials and  Swap Meets or Yard Sales Neighborhood trade exchange pin up boards or news letters work as well  Have A Good Day  John Adams  HELP TEXAS SECEDE  Peacefully grant the State of Texas to withdraw from the United States of America and create its own NEW government   httpspetitionswhitehousegovpetitionpeacefullygrantstatetexaswithdrawunitedstatesamericaandcreateitsownnewgovernmentBmdWCP8B 
USA-HUS-DEC,Shocking truth about our food supply,Please pass this information on to all interested parties   An Xtreme Food Makeover Event I have been in the nutritionhealth business for 17 years and in todays world of processed foods depleted soils green harvesting  genetic modifications its clear our  FOOD ISNT WHAT IT USED TO BE   For one night only we have a special guest speaker all the way from Omaha Nebraska Wendy Kremer an international educator who will be sharing information that will shock you You will discover    what food manufacturers dont want you to know   the scary secrets behind commercial farming   how you can benefit by joining in the mission to eliminate malnutrition   how you can make whatever you eat into the most nutritious thing youll ever eat   Thursday  Nov 15 7 pm  8 pm  at the Holiday Inn Research Park  5903 University Dr Huntsville AL  Join us for a fun night of food  facts  please RSVP to Chris Knight  5092182126  or 2568583606     
USA-MIW-MIL,Paul Ryan Janesville WI,RomneyRyan gets less votes than Obama  Biden in Janesville Go figure Looks like most of the folks in Janesville didnt want their Social Security and Medicare gutted by the RomneyRyan team     
